name,year,selling_price,km_driven
Renault KWID RXT,2018,360000,26500
Maruti Vitara Brezza VDi Option,2017,700000,50000
Maruti Ertiga VDI,2012,700000,110000
Hyundai i20 1.4 Sportz,2017,655000,84000
Maruti Vitara Brezza VDi Option,2017,700000,50000
Chevrolet Beat LT LPG,2011,200000,110000
Renault Duster 85PS Diesel RxL Optional,2012,375000,150000
Hyundai Verna 1.6 SX,2012,470000,109052
Maruti Ciaz VDi,2015,550000,90658
Honda Amaze VX i-DTEC,2014,500000,110000
Datsun GO T Option BSIV,2015,210000,25000
Maruti Eeco 7 Seater Standard BSIV,2018,270000,20000
Skoda Superb 1.8 TFSI MT,2010,300000,80000
Maruti Wagon R VXI Minor,2007,80000,60000
Mercedes-Benz E-Class E250 Edition E,2013,1451000,81000
Tata Safari Storme VX Varicor 400,2018,1085000,15000
Hyundai Verna SX AT Diesel,2009,245000,75000
Honda WR-V i-VTEC VX,2017,700000,25552
Hyundai EON Magna Plus,2018,300000,20000
Hyundai Xcent 1.2 CRDi E,2017,350000,80000
Hyundai Elite i20 Asta Option CVT BSIV,2017,635000,25000
Honda City S,2012,325000,40700
Mahindra XUV500 AT W10 1.99 mHawk,2017,1150000,65500
Tata Indigo GLE BSIII,2008,110000,42000
Honda City 1.5 V MT,2018,890000,8000
Maruti Swift 1.3 LXI,2007,73000,80000
Chevrolet Beat PS,2014,170000,77000
Maruti Ciaz ZXi Plus,2016,750000,6000
Hyundai EON 1.0 Era Plus,2017,280000,28838
Maruti Baleno Alpha 1.2,2018,690000,11174
Tata Indigo GLS,2008,130000,120000
Maruti Swift 1.3 LXI,2007,73000,80000
Hyundai Santro Xing GLS,2007,85000,85000
Hyundai Elantra 2.0 SX AT,2018,1575000,10000
Nissan Sunny Diesel XV,2013,325000,105000
Honda City 1.3 EXI,1998,85000,120000
Hyundai Verna 1.6 CRDI SX Option,2018,860000,30000
Maruti S-Cross Sigma DDiS 200 SH,2017,690000,41000
Hyundai Elantra CRDi S,2013,650000,54000
Chevrolet Sail LS ABS,2014,375000,40000
Hyundai Verna 1.6 SX CRDi (O),2013,525000,71000
Maruti Eeco Smiles 5 Seater AC,2016,330000,72500
Maruti Eeco Smiles 5 Seater AC,2013,280000,76600
Maruti Swift ZXI,2014,470000,40000
Volkswagen Polo Diesel Trendline 1.2L,2011,350000,110000
Honda City 1.5 V Elegance,2012,480000,63000
Hyundai Verna 1.6 CRDi SX,2016,620000,60000
Datsun GO T BSIV,2014,250000,58000
Chevrolet Spark 1.0,2010,78692,80000
Hyundai i20 Magna Optional 1.4 CRDi,2012,350000,80000
Maruti Wagon R LX Minor,2013,250000,70000
Hyundai i20 1.2 Sportz,2011,260000,97700
Honda Mobilio S i DTEC,2016,640000,36000
Tata New Safari DICOR 2.2 EX 4x2,2008,220000,90000
Volkswagen Vento 1.5 TDI Highline,2015,465000,130000
Maruti Swift Vdi BSIII,2010,229999,120000
Maruti Wagon R VXI BS IV,2018,425000,15000
Tata Indica GLS BS IV,2008,95000,120000
Hyundai EON LPG Magna Plus,2012,170000,170000
Datsun RediGO T Option,2016,229999,37500
Maruti 800 Std,1999,45000,50000
Maruti Grand Vitara MT,2007,479000,145000
Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000,60000
Hyundai EON Sportz,2016,340000,30000
Maruti Swift Dzire ZXI,2016,620000,35000
Tata Manza Club Class Quadrajet90 EX,2012,270000,60000
Tata Tiago 1.05 Revotorq XZ Plus,2018,400000,35000
Maruti Wagon R VXI Optional,2015,260000,40000
Hyundai Santro LE zipPlus,2003,48000,50000
Tata Nano Twist XE,2015,100000,23800
Nissan Terrano XL Plus 85 PS,2015,490000,70000
Maruti Wagon R Duo Lxi,2010,120000,90000
Hyundai i10 Era,2008,125000,102000
Hyundai EON Era Plus,2013,160000,80000
Maruti Alto 800 LXI,2019,190000,5000
Tata Harrier XZ BSIV,2019,1700000,10000
Hyundai i10 Sportz,2011,250000,50000
Maruti Ignis 1.2 Delta BSIV,2019,500000,15000
Toyota Corolla Altis 1.8 J,2008,400000,35000
Fiat Linea T Jet Plus,2011,500000,20000
Toyota Fortuner 4x2 AT,2014,1800000,99000
Honda Civic 1.8 V MT,2008,320000,90000
Honda Civic 1.8 S AT,2007,250000,47000
Ford Figo Diesel Titanium,2010,105000,90000
Hyundai i20 Active 1.2 SX,2018,550000,20000
Hyundai Grand i10 1.2 Kappa Sportz AT,2019,600000,1100
Maruti Alto 800 VXI,2020,210000,40000
Maruti Alto 800 LXI Airbag,2012,210000,15000
Maruti Alto LXi,2009,150000,40000
Hyundai i10 Era 1.1,2008,125000,60000
Maruti Celerio VXI,2016,380000,20000
Maruti Baleno Delta 1.2,2019,600000,5000
Maruti Swift VXI Deca,2016,490000,27000
Maruti Swift Dzire LDI,2018,545000,38000
Maruti Wagon R VXI BS IV,2015,250000,25000
Hyundai Venue SX Opt Turbo BSIV,2020,1050000,1100
Maruti Wagon R LX Minor,2007,100000,100000
Ford Figo Diesel ZXI,2014,250000,100000
Maruti Wagon R LX BSIII,2007,100000,110000
Ford Figo 1.5D Ambiente ABS MT,2016,350000,60000
Renault Duster 110PS Diesel RxZ Plus,2012,370000,70000
Maruti Zen VXi - BS III,2004,121000,110000
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000,44077
Maruti Ertiga SHVS VDI,2017,785000,24000
Maruti Ciaz S 1.3,2018,850000,30000
Maruti Wagon R VXI BS IV,2016,375000,30000
Maruti Baleno Alpha 1.2,2017,619000,40000
Chevrolet Cruze LTZ,2011,335000,90000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,500000,50000
Maruti Wagon R LX,2003,60000,100000
Maruti Zen Estilo VXI BSIV,2010,130000,50000
Mahindra Ingenio CRDe,2015,210000,210000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,1900000,20000
Tata Indigo TDI,2013,270000,70000
Maruti Wagon R LXI Minor,2010,225000,100000
Maruti SX4 ZXI MT BSIV,2011,150000,160000
Chevrolet Beat Diesel LT,2013,173000,70000
BMW 5 Series 520d Luxury Line,2018,4800000,9422
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,710000,110000
Toyota Corolla Altis 1.8 GL,2019,1500000,20000
Maruti Baleno Zeta 1.2,2017,550000,20000
Maruti 800 AC BSIII,2008,58000,70000
Audi A4 1.8 TFSI,2012,1200000,60000
Mahindra Scorpio M2DI,2013,500000,150000
Maruti Swift LXi BSIV,2009,120000,83000
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012,300000,250000
Hyundai EON Era Plus,2018,300000,30000
Datsun GO Plus T Option BSIV,2015,295000,21000
Maruti Ertiga VXI CNG,2018,587000,80000
Ambassador Grand 1800 ISZ MPFI PW CL,2012,430000,50000
Hyundai Verna i (Petrol),2007,123000,50000
Skoda Laura Ambiente 2.0 TDI CR AT,2012,450000,48500
Maruti Wagon R LXI Minor,2007,130000,60000
Tata Indica Vista Aqua 1.4 TDI,2010,110000,90000
Mahindra Xylo Celebration Edition BSIV,2010,200000,240000
Hyundai Grand i10 Magna,2015,320000,70000
Maruti Wagon R LXI BS IV,2014,300000,50000
Volkswagen CrossPolo 1.2 MPI,2016,350000,110000
Maruti Ertiga VXI Petrol,2018,800000,50000
Hyundai Xcent 1.1 CRDi S,2016,270000,175000
Hyundai i20 1.2 Magna Executive,2017,540000,60000
Maruti Wagon R LXI CNG,2011,160000,60000
Maruti SX4 VDI,2013,340000,100000
Maruti Eeco 5 Seater AC BSIV,2017,350000,40000
Volkswagen Vento Diesel Style Limited Edition,2011,300000,100000
Maruti Ritz VDi,2013,330000,63000
Maruti Wagon R LXI CNG,2016,325000,80000
Maruti Swift Dzire VDI,2013,250000,55000
Maruti Swift Star VDI,2013,250000,55000
Chevrolet Beat LT Option,2015,240000,60000
Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,545000,5000
Hyundai i10 Magna 1.1 iTech SE,2015,300000,48000
Chevrolet Beat LT,2010,130000,80000
Renault KWID RXT,2017,240000,50000
Renault KWID 1.0 RXT Optional,2018,360000,15000
Hyundai i20 1.4 CRDi Magna,2012,250000,70000
Skoda Laura Elegance 2.0 TDI CR AT,2019,475000,105000
Hyundai i20 Asta Option 1.4 CRDi,2016,600000,50000
Tata Indigo CR4,2010,150000,80000
Ford EcoSport 1.5 Diesel Trend BSIV,2017,700000,50000
Mahindra XUV500 W6 2WD,2016,1290000,5000
Hyundai Santro Xing XG,2004,80000,58000
Hyundai Grand i10 Sportz,2015,425000,12000
Maruti Celerio ZXI AMT BSIV,2018,500000,10000
Hyundai Santro Xing GLS,2012,193000,45000
Honda City i VTEC V,2015,800000,10000
Maruti Wagon R LXI Minor,2008,150000,50000
Maruti 800 AC,2002,80000,40000
Ford Figo Diesel EXI,2010,130000,100000
Ford Figo Diesel EXI,2012,280000,80000
Mahindra Xylo D2 BS IV,2011,229999,110000
Maruti Zen Estilo VXI BSIII,2008,80000,120000
Tata Nano Cx BSIII,2010,70000,10000
Maruti Ritz VDi,2013,240000,60000
Mahindra Xylo E8,2010,380000,72000
Maruti Ritz VDi,2013,240000,60000
Hyundai Santro Xing XO,2006,80000,110000
Hyundai i10 Era,2013,265000,50000
Hyundai EON Magna Plus Option,2018,320000,25000
Nissan Terrano XL 110 PS,2014,500000,120000
Hyundai Creta 1.6 CRDi SX Option,2016,1300000,55000
Mahindra Scorpio S11 BSIV,2018,1500000,35000
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000,110000
Mahindra XUV500 W6 2WD,2014,600000,80000
Tata Tiago 1.2 Revotron XT,2018,420000,80000
Maruti Zen Estilo LXI BS IV,2009,140000,120000
Skoda Laura Ambiente 2.0 TDI CR MT,2010,300000,100000
Hyundai Santro Xing XL eRLX Euro III,2006,100000,60000
Maruti Alto K10 VXI,2017,350000,25000
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,850000,19000
Maruti Alto LX,2008,140000,54000
Ford Aspire Titanium Plus BSIV,2015,550000,17100
Hyundai Grand i10 Asta Option AT,2017,525000,19000
Ford Ecosport 1.5 DV5 MT Titanium,2015,470000,146000
Ford Endeavour 3.0L 4X4 AT,2013,900000,98000
Ford Endeavour 2.5L 4X2,2011,500000,224642
Maruti Zen LXI,1998,80000,120000
Mahindra Verito 1.5 D2 BSIII,2011,175000,175000
Mahindra XUV500 AT W10 AWD,2017,1350000,15000
Renault Duster 110PS Diesel RxZ,2017,800000,50000
Datsun RediGO 1.0 S,2017,250000,15000
Maruti Ignis 1.2 AMT Alpha BSIV,2018,700000,25000
Tata Nexon 1.5 Revotorq XM,2019,800000,25000
Mahindra XUV500 W6 2WD,2013,660000,69000
Maruti Swift VDI BSIV,2015,465000,60000
Mahindra Scorpio 2.6 CRDe,2006,180000,222435
Maruti Swift Dzire VDI,2017,600000,66000
Ford Fiesta 1.4 ZXi Duratec,2010,150000,110000
Hyundai Verna 1.6 SX,2014,450000,78000
Hyundai Elite i20 Sportz Plus BSIV,2019,721000,10000
Maruti Swift 1.2 DLX,2018,300000,35000
Mahindra Scorpio BSIV,2019,1000000,10000
Renault KWID RXT,2016,300000,40000
Mahindra Scorpio LX,2013,450000,120000
Maruti Esteem AX,1997,79000,70000
Ford Figo 1.5D Trend MT,2017,545000,40000
Honda Amaze V Diesel BSIV,2018,844999,20000
Skoda Rapid 1.5 TDI Ambition,2016,700000,93000
Toyota Etios VD,2016,650000,159000
Ford Ecosport 1.5 DV5 MT Titanium,2014,525000,75000
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,101100
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,180000,66000
Hyundai i10 Era,2012,280000,30000
Renault KWID 1.0 RXT Optional,2019,400000,10000
Mahindra XUV500 W8 4WD,2012,625000,126000
Volkswagen Vento 1.5 TDI Highline,2015,535000,70000
Maruti Swift VDI Optional,2017,459999,50000
Mahindra Bolero DI,2010,300000,100000
Honda Civic 1.8 V AT,2007,280000,60000
Honda Mobilio V i VTEC,2014,500000,70000
Hyundai Creta 1.6 SX,2019,1200000,1200
Renault KWID RXT,2016,300000,40000
Tata Manza ELAN Quadrajet BS IV,2011,180000,80000
Hyundai i10 Sportz AT,2011,180000,134444
Maruti Alto LXi,2009,78000,120000
Nissan Micra Diesel XV Premium,2011,160000,120000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,600000,238000
Maruti Wagon R LXI Minor,2008,110000,100000
Mahindra Bolero SLX 4WD BSIII,2011,450000,110000
Mahindra Scorpio S9 BSIV,2019,1350000,35000
Honda City 1.3 DX,2003,120000,165000
Honda BR-V i-DTEC VX MT,2018,1040000,42000
Hyundai Grand i10 CRDi Sportz,2014,390000,70000
Tata Nano Lx BSIII,2011,65000,60000
Volkswagen Polo Diesel Highline 1.2L,2013,320000,115000
Volkswagen Ameo 1.5 TDI Highline,2017,720000,70000
Maruti Swift ZXI ABS,2007,220000,80000
Maruti Wagon R LXI BS IV,2011,225000,65000
Tata Manza Aura (ABS) Quadrajet BS IV,2010,200000,150000
Toyota Etios GD,2015,434999,75000
Ford Figo Diesel Titanium,2012,300000,63700
Honda Amaze VX i-DTEC,2018,700000,74800
Ford Endeavour 2.5L 4X2 MT,2009,500000,105000
Renault Duster 85PS Diesel RxE,2016,500000,40000
Maruti Ritz LDi,2016,400000,90000
Toyota Corolla Altis D-4D J,2015,825000,75000
Maruti Swift Dzire VDI,2018,720000,15000
Maruti 800 AC Uniq,2009,110000,30000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,600000,100000
Mahindra Scorpio VLX 2WD AT BSIV,2009,275000,155000
Land Rover Range Rover Evoque 2.2L Dynamic,2012,2349000,149000
Hyundai i20 1.4 Sportz,2017,740000,60000
Maruti Baleno Alpha 1.3,2017,800000,90000
Hyundai Verna CRDi 1.6 SX Option,2019,1100000,100000
BMW X1 sDrive20d,2012,750000,100000
Maruti Alto K10 2010-2014 VXI,2012,200000,90000
Tata Spacio SA 6 Seater,2009,210000,75000
Maruti Swift VDI BSIV,2009,270000,120000
Toyota Etios 1.4 VXD,2016,630000,90000
Hyundai Xcent 1.2 Kappa S,2015,375000,55000
Mahindra Xylo D2,2010,300000,70000
Mahindra Bolero Power Plus SLX,2016,580000,95000
Hyundai Verna 1.4 CRDi,2014,550000,50000
Maruti Ciaz ZDi Plus SHVS,2016,750000,50000
Maruti Omni E MPI STD BS IV,2014,250000,60516
Hyundai Verna 1.6 SX,2012,434999,235000
Mercedes-Benz E-Class 280 CDI,2007,900000,76731
Maruti Swift ZDI,2016,685000,64000
Maruti Swift VDI BSIV,2014,540000,65000
Honda City i-VTEC CVT ZX,2018,1165000,13000
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,610000,77000
Hyundai EON Era,2011,254999,24000
Nissan Micra Active XV,2014,280000,63840
Tata Tiago 1.2 Revotron XT,2017,370000,25000
Tata New Safari DICOR 2.2 EX 4x2,2011,459999,76400
Maruti Zen LX,1998,42000,70000
Maruti Zen LX,1998,42000,70000
Fiat Linea Active (Diesel),2011,190000,80000
Fiat Punto 1.4 Emotion,2010,165000,100000
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,710000,40000
Hyundai Creta 1.6 SX Option,2018,1200000,15000
Maruti Zen Estilo LXI BS IV,2011,229999,70000
Renault KWID RXT,2018,310000,15000
Maruti Wagon R VXI BS IV,2015,320000,40000
Maruti 800 AC,2006,100000,54000
Hyundai Verna CRDi,2009,160000,90000
Maruti 800 AC BSIII,2007,60000,52000
Tata Indigo LS,2012,100000,200000
Chevrolet Beat Diesel LT,2016,350000,35000
Renault Duster 110PS Diesel RxZ AWD,2017,700000,60000
Maruti Alto K10 VXI,2017,300000,31489
Hyundai i20 1.4 Asta Option,2018,830000,40000
Mahindra Quanto C6,2013,220000,110000
Tata Indigo LX Dicor,2009,130000,50000
Hyundai i20 1.2 Magna,2012,330000,44000
Honda City 1.5 S MT,2010,254999,90000
Hyundai Verna 1.6 SX VTVT (O),2014,600000,50000
Hyundai i10 Magna,2012,210000,50000
Maruti Zen Estilo 1.1 LXI BSIII,2007,120000,81366
Maruti Esteem Vxi - BSIII,2006,95000,110000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,229999,300000
Hyundai Verna Transform VTVT,2010,229999,70000
Hyundai i20 Magna Optional 1.4 CRDi,2013,400000,100000
Maruti Gypsy King Hard Top Ambulance BSIV,2005,300000,70000
Ford Figo Diesel Celebration Edition,2013,300000,50000
Ford Fiesta 1.4 SXi TDCi,2009,80000,180000
Maruti 800 AC,2008,80000,50000
Maruti Esteem Vxi,2007,100000,90000
Tata Indica Vista Quadrajet LS,2012,300000,110000
Maruti Baleno Zeta Automatic,2018,700000,26000
Maruti Vitara Brezza ZDi Plus,2016,975000,65000
Chevrolet Captiva LT,2009,500000,130000
Renault Duster 85PS Diesel RxL Optional,2013,550000,75000
Nissan Terrano XV Premium 110 PS,2014,550000,110000
Maruti Alto K10 2010-2014 VXI,2014,240000,50000
Maruti 800 Std,1997,50000,80000
Tata Indica Vista Aura 1.2 Safire,2009,120000,80000
Maruti Alto 800 LXI,2013,900000,60000
Honda City 1.5 V MT,2009,250000,90000
Renault KWID 1.0 RXT Optional,2017,280000,36000
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010,85000,87000
Tata Indica Vista Terra 1.4 TDI,2011,90000,80000
Chevrolet Enjoy TCDi LT 8 Seater,2015,500000,50000
Maruti 800 Std,2013,200000,60000
Renault KWID RXT,2015,250000,50000
Maruti Swift Dzire VDI,2014,185000,40000
Hyundai i10 Magna 1.1,2008,100000,60000
Toyota Etios VXD,2015,610000,55000
Mahindra Quanto C8,2012,290000,80000
Mahindra Xylo E9,2012,300000,295000
Hyundai EON Era Plus,2015,225000,80000
Maruti Alto K10 VXI,2017,320000,50000
Tata Indigo CR4,2012,135000,158000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,400000,400000
Maruti Wagon R VXI BS IV,2016,400000,25000
Hyundai i20 Active 1.2 S,2017,570000,35000
Maruti Ignis 1.2 Zeta BSIV,2018,500000,12000
Maruti Omni MPI STD BSIV,2015,130000,70000
Tata Tiago 1.2 Revotron XZ,2018,360000,4000
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832
Hyundai i10 Era,2009,250000,50000
Nissan Sunny XL,2016,600000,19495
Renault Duster 85PS Diesel RxL Plus,2013,570000,62668
Mahindra XUV500 W6 2WD,2013,850000,85710
Ford Figo Diesel EXI,2011,250000,55130
Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,63356
Toyota Fortuner 3.0 Diesel,2012,1680000,129627
Chevrolet Spark 1.0 LT,2010,180000,15000
Tata Tiago 1.2 Revotron XE,2017,300000,50000
Toyota Etios Liva VX,2012,269000,70000
Maruti Alto K10 VXI,2018,231999,20000
Chevrolet Beat LS,2011,150000,60000
Hyundai Grand i10 Asta Option,2017,495000,5000
Maruti Ciaz VXi,2014,700000,15000
Datsun GO Plus T BSIV,2018,400000,4400
Mahindra Xylo H4,2019,599000,15000
Renault Duster 85PS Diesel RxL Optional,2013,421000,45000
Ford EcoSport 1.5 Diesel Trend BSIV,2018,841000,1000
Hyundai i10 Magna 1.1L,2014,295000,38500
Hyundai i10 Sportz,2011,220000,25000
Ford Classic 1.4 Duratorq LXI,2013,250000,35000
Toyota Fortuner 3.0 Diesel,2009,1100000,110000
Hyundai Verna 1.6 VTVT,2012,300000,40000
Chevrolet Aveo U-VA 1.2,2007,80000,110000
Chevrolet Beat Diesel LT,2013,215000,20000
Hyundai EON Magna Plus,2012,245000,14987
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,25061
Ford Ecosport 1.5 Diesel Titanium,2017,760000,42494
Honda Amaze S i-Dtech,2014,395000,44875
Ford Figo Diesel EXI,2014,280000,89741
Honda Jazz 1.5 S i DTEC,2016,495000,65000
Honda Jazz 1.5 VX i DTEC,2016,525000,35000
Toyota Innova 2.5 GX 8 STR BSIV,2009,420000,347089
Tata New Safari DICOR 2.2 VX 4x2,2010,210000,34500
Hyundai i20 Active 1.2 S,2018,650000,30000
BMW 3 Series 320d Luxury Line,2018,2300000,39000
Ford Freestyle Titanium Plus Diesel BSIV,2019,525000,16000
Maruti Wagon R LXI CNG,2010,195000,80000
Maruti Ertiga SHVS VDI,2016,650000,60000
Mahindra TUV 300 T6 Plus,2015,540000,110000
Maruti Alto 800 LXI,2014,180000,61000
Mahindra Bolero Power Plus ZLX,2017,750000,29000
Maruti Ertiga SHVS ZDI Plus,2018,980000,50000
Fiat Grande Punto EVO 90HP 1.3 Sport,2014,250000,90000
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,550000,35000
Volkswagen Vento 1.6 Highline,2015,509999,43000
Maruti Alto K10 LXI,2017,320000,50000
Hyundai EON D Lite,2016,275000,25000
Mahindra XUV500 W8 2WD,2013,550000,222252
Maruti Wagon R VXI Minor,2009,145000,50000
Fiat Grande Punto Emotion 90Hp,2013,250000,80000
Hyundai Verna 1.6 SX,2012,520000,35000
Maruti Alto LXi,2007,95000,85000
Toyota Innova 2.5 V Diesel 7-seater,2011,725000,110000
Maruti 800 AC,2006,55000,70000
Honda City i DTEC VX,2014,600000,100000
Volkswagen Vento New Diesel Highline,2013,330000,120000
Maruti Swift Dzire VDI,2015,470000,89000
Maruti Swift ZDi,2013,365000,120000
Hyundai EON Magna Plus,2013,250000,40000
Maruti Wagon R VXI BS IV,2017,430000,17000
Maruti Swift VDI,2013,400000,125000
Maruti Swift Dzire ZXI,2015,615000,110000
Ford Figo Diesel Titanium,2011,150000,120000
Ford Figo Diesel ZXI,2014,240000,90000
Mahindra Scorpio S10 7 Seater,2014,800000,90000
Hyundai EON LPG Magna Plus,2015,240000,110000
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,87000
Mahindra Scorpio LX,2014,800000,15000
Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000
Ford Fiesta Classic 1.6 Duratec CLXI,2012,350000,38000
Honda City 1.5 V MT,2011,300000,64000
Tata Sumo Gold EX BSIII,2015,399000,55250
Mahindra Bolero DI,2011,300000,110000
Maruti A-Star AT VXI,2012,150000,70000
Chevrolet Cruze LTZ,2010,320000,60000
Tata Hexa XM,2018,1280000,17000
Renault KWID 1.0 RXT Optional,2017,300000,13000
Nissan Terrano XL Plus ICC WT20 SE,2016,1000000,60000
Mitsubishi Pajero Sport 4X4,2012,1090000,120000
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,450000,97000
Tata Indica GLS BS IV,2007,60000,130000
Maruti Swift Dzire ZXI,2013,500000,50000
Tata Indigo CR4,2012,200000,120000
Ford Ecosport 1.5 DV5 MT Titanium,2015,650000,68000
Maruti Alto LXi,2006,60000,100000
Maruti Ertiga VDI,2013,250999,80000
Hyundai Accent Executive CNG,2012,185000,67000
Maruti Alto K10 VXI,2015,155000,60000
Maruti Swift VXI,2019,600000,5000
Renault KWID RXE,2016,300000,20000
Hyundai Creta 1.6 E Plus,2018,850000,12500
Maruti Eeco CNG 5 Seater AC BSIV,2019,470000,4000
Ford Figo 1.2P Titanium MT,2019,600000,25000
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,700000,70000
Maruti Wagon R LXI DUO BSIII,2007,70000,162000
Toyota Fortuner 3.0 Diesel,2010,1250000,205000
Audi A6 2.8 FSI,2008,650000,70000
Hyundai Xcent 1.2 CRDi S,2018,450000,70000
Mahindra XUV500 W8 2WD,2014,750000,100000
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,775000,70000
Hyundai Santa Fe 4X4,2011,800000,220000
Honda Amaze E i-Vtech,2015,360000,80000
Toyota Corolla Altis Diesel D4DG,2010,250000,120000
Jeep Compass 2.0 Longitude Option BSIV,2017,1490000,22038
Nissan Terrano XL 110 PS,2013,600000,80000
Maruti Alto LX,2010,120000,90000
Tata New Safari DICOR 2.2 EX 4x2,2012,320000,140000
Mahindra Thar 4X2,2011,400000,120000
Maruti Swift Dzire ZDI,2015,302000,60000
Chevrolet Beat Diesel LT,2011,130000,80000
Maruti Swift Dzire LXI Option,2014,150000,60000
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,90000
Toyota Innova 2.5 G1 BSIV,2012,950000,80000
Maruti Swift Vdi BSIII,2008,120000,175000
Mahindra XUV500 W7 BSIV,2019,1400000,10000
Hyundai i20 1.2 Asta Option,2017,620000,65000
Toyota Innova 2.5 GX 8 STR BSIV,2012,449000,90000
Maruti Alto LXi,2007,100000,70000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,600000,2500
Honda Amaze VX i-DTEC,2016,700000,35000
Chevrolet Beat Diesel LT,2012,250000,40000
Maruti Baleno RS 1.0 Petrol,2018,550000,63000
Skoda Superb Ambition 2.0 TDI CR AT,2013,675000,88000
Nissan Terrano XL Plus 85 PS,2015,530000,55000
Chevrolet Enjoy TCDi LT 7 Seater,2014,325000,71014
Renault Scala Diesel RxL,2015,370000,60000
Skoda Rapid 1.5 TDI Ambition,2014,360000,70000
Skoda Superb LK 1.8 TSI AT,2012,650000,60000
Ford Fiesta 1.5 TDCi Titanium,2012,199000,92000
Mahindra Quanto C6,2014,285000,89126
Volkswagen Jetta 1.9 TDI Comfortline DSG,2009,260000,134000
Maruti Ciaz 1.4 AT Zeta,2019,869999,15000
Hyundai Grand i10 1.2 CRDi Magna,2016,425000,42500
Chevrolet Cruze LTZ AT,2012,490000,42000
Mahindra XUV500 AT W8 FWD,2015,750000,70000
Honda City 1.5 EXI,2004,125000,110000
Fiat Linea 1.3 Emotion,2014,221000,131365
Volkswagen Vento 1.5 TDI Highline AT,2016,724000,48980
Honda Amaze VX AT i-Vtech,2014,440000,46000
Chevrolet Spark 1.0 LS,2009,70000,60000
Maruti Baleno Delta Diesel,2015,511000,58000
Maruti S-Cross Alpha DDiS 200 SH,2016,790000,22000
Hyundai i20 1.2 Asta Option,2017,640000,37000
Hyundai Santro Xing GLS,2009,120000,70000
Chevrolet Beat Diesel LT,2012,126000,98900
Chevrolet Beat Diesel LT,2012,120000,125000
Mahindra TUV 300 T4 Plus,2017,650000,60000
Hyundai Grand i10 Asta,2014,450000,80000
Maruti Zen Estilo LXI Green (CNG),2010,110000,80000
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,600000,40000
Mahindra XUV500 W8 4WD,2012,620000,80000
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,30000
Mahindra Bolero Power Plus ZLX,2018,795000,35000
Tata Winger Deluxe - Hi Roof (AC),2011,300000,180000
Renault Lodgy 85PS RxL,2015,495000,60000
Audi A4 3.0 TDI Quattro,2013,1580000,86000
Audi Q3 2.0 TDI Quattro Premium Plus,2015,1750000,127643
Tata Hexa XTA,2018,1350000,34000
Mahindra Xylo D4,2014,350000,145000
Datsun RediGO AMT 1.0 S,2018,300000,25000
Tata Zest Revotron 1.2T XMS,2018,400000,54000
Audi A6 2.0 TDI  Design Edition,2014,1750000,102354
Maruti Zen LX,1999,70000,70000
Nissan Sunny XL D,2018,500000,70000
Audi Q3 35 TDI Quattro Technology,2017,2575000,36000
Honda Brio VX,2014,345000,58000
Tata Indigo CR4,2013,220000,100000
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,1850000,62237
Hyundai Santro Xing XL eRLX Euro III,2005,114999,90000
Maruti 800 AC,1999,50000,100000
Honda Jazz Select Edition,2017,585000,14000
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,21394
Maruti Swift Dzire AMT VXI,2018,625000,13800
Hyundai Creta 1.6 SX Automatic,2017,1035000,23000
Datsun GO T Petrol,2015,310000,32686
Mahindra Xylo D4,2017,600000,99700
Toyota Fortuner 2.8 4WD AT BSIV,2019,3100000,5000
Honda City i-DTEC SV,2014,650000,49654
